,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
798,score,0,0,37136257,32,1,1,3876557,17,9
805,score,0,0,37408830,68,1,8,1037992,15,10
807,score,0,0,33600109,50,-1,6,3933207,17,10
813,score,1,0,37505148,18,-2,0,5661248,17,12
815,score,2,0,31134965,211,-1,3,3428694,19,14
817,score,0,0,33834737,10,1,0,5587036,17,14
837,score,0,0,36448734,6,1,0,2608644,19,0
838,score,2,0,37663626,6,1,0,3619866,16,1
839,score,0,0,34983378,6,1,0,2950580,14,1
843,score,0,0,37690902,8,1,0,6437549,15,0
844,score,0,0,37262376,8,1,0,5186978,9,5
847,score,0,0,36528641,16,1,0,3861272,14,15
849,score,0,0,35319646,26,-1,7,3348196,17,21
850,score,1,0,35686303,26,-1,7,3348196,20,21
856,score,1,8,36705627,1674,2,398,2550349,20,170
861,score,1,87,35988296,599,1,511,1044533,17,123
863,score,1,4,34087332,2386,-1,104,1134468,15,508
867,score,3,0,33176010,88,1,24,4282323,17,14
870,score,2,0,36106054,88,1,24,4282323,20,14
872,score,2,12,35775545,5214,1,221,17194,12,420
874,score,5,0,37622335,104,-1,32,5224239,17,26
876,score,4,1,37744866,456,-1,70,3779507,15,182
884,score,0,4,35106627,20009,1,57,275501,20,326
888,score,0,47,20571259,5131,1,464,546060,9,531
897,score,1,5,31648388,1098,1,260,1278201,17,185
905,score,1,4,37681540,459,1,65,1972453,15,46
908,score,0,778,35155919,12553,2,920,789657,13,4323
916,score,2,20,30734309,3633,1,445,827081,13,183
918,score,0,20,33352351,3633,1,445,827081,18,183
920,score,0,0,36201386,1647,1,250,1344228,15,321
922,score,0,0,36429044,1647,1,250,1344228,13,321
925,score,1,0,35742487,1647,-1,250,1344228,20,321
929,score,2,0,36128580,1647,1,250,1344228,17,321
937,score,0,49,33430762,7182,1,472,2613662,15,404
945,score,0,25,36869970,4008,1,1889,1037617,19,1796
952,score,10,2,37482402,1579,1,1081,1700106,16,178
973,score,0,17,35454276,1749,1,161,63286,15,384
977,score,3,0,33723611,97,1,27,5558115,17,49
979,score,0,2,37005477,777,1,170,285549,13,122
983,score,0,0,26832085,95,1,32,4182876,19,46
1008,score,2,0,37121652,44,-1,9,4332108,18,14
1015,score,5,3,37003440,196,1,3,3009613,20,110
1018,score,1,3,37205770,196,-1,3,3009613,16,110
1024,score,0,0,36676858,68,1,7,2761316,11,25
1032,score,7,16,37499742,6469,1,445,1019952,17,677
1035,score,0,2,37118671,355,1,106,1033624,18,15
1036,score,0,2,37197259,355,1,106,1033624,11,15
1037,score,0,10,14647091,5988,1,633,398939,16,662
1038,score,1,187,36572155,35053,1,483,191463,12,2370
1057,score,0,15,37545896,1818,1,122,547239,11,275
1063,score,2,0,32227672,165,1,8,3545704,19,31
1072,score,2,0,37073281,2310,2,600,694659,15,531
1073,score,0,0,27462812,139,1,4,1531175,11,30
1076,score,0,707,35873641,68366,1,2485,102441,19,5776
1082,score,0,12,35307030,5616,1,567,3894430,19,164
1083,score,0,12,37240492,5616,-1,567,3894430,19,164
1090,score,0,0,34203629,102,1,18,3582842,18,69
1091,score,0,24,30211868,3009,1,202,2000012,16,408
1095,score,0,0,37254356,120,1,4,1339312,15,21
1096,score,0,0,35458496,988,1,34,1526032,18,146
1100,score,3,0,37263249,122,-1,22,2669997,16,68
1110,score,0,0,31943255,124,1,32,4870016,18,18
1114,score,2,18,32074632,17783,1,1862,509706,19,1388
1115,score,4,3,32288752,1117,1,253,2245934,17,219
1117,score,0,0,37155528,103,1,47,2215586,11,38
1125,score,1,97,25306834,26725,1,623,898289,12,1647
1127,score,0,0,36837400,403,3,2,3625467,17,20
1131,score,1,0,35843064,243,1,9,2160064,11,37
1133,score,0,19,33678023,1234,1,68,1718543,19,507
1145,score,0,0,21838977,537,1,35,1246086,18,84
1148,score,0,3,33824330,3855,-1,336,1650337,18,404
1152,score,3,11,32661087,16473,-1,1262,683553,19,1586
1156,score,0,6,35877018,147,-1,22,5255941,17,25
1163,score,0,0,33882330,19,1,0,4867351,10,5
1165,score,0,0,37681799,55,-1,11,3851159,16,7
1179,score,0,0,33230454,65,1,6,5336859,18,11
1183,score,0,0,37429051,48,1,7,3764923,17,13
1198,score,0,0,35254413,3,-3,0,3780246,18,1
1200,score,0,0,37390252,3,-1,0,6370885,9,3
1206,score,0,0,37151177,6,1,0,4012263,15,8
1208,score,0,0,37035962,8,1,0,6292396,20,1
1209,score,0,0,27179460,8,2,2,3494125,19,2
1211,score,2,0,37769300,11,-2,0,6454754,15,4
1221,score,2,0,30048854,21,1,2,2711360,13,10
1226,score,0,107,36970705,4754,-1,739,3310334,17,1256
1227,score,4,0,26663431,171,-1,28,2126810,16,112
1235,score,0,19,34472733,7164,1,431,1596371,19,335
1236,score,0,19,36988426,7164,1,431,1596371,17,335
1238,score,0,7,37753116,474,1,491,3203792,13,74
1247,score,0,0,32906710,243,1,32,2272355,5,60
1250,score,0,0,37745795,243,1,32,2272355,15,60
1258,score,0,20,23653190,17320,1,3275,2120261,20,816
1259,score,0,2,33734524,2503,1,3826,5110870,18,547
1261,score,0,2,33953882,2503,1,3826,5110870,19,547
1267,score,0,319,36572706,24812,2,1280,31667,20,2322
1268,score,0,319,33771746,24812,1,1280,31667,10,2322
1270,score,0,573,30827959,14571,1,2446,15371,17,1260
1275,score,0,1,33993680,620,-2,25,1872530,17,61
1277,score,0,5,37576770,2494,2,216,3217306,18,213
1278,score,4,5,33520523,2494,-1,216,3217306,20,213
1281,score,0,4,33754832,2525,1,1170,199111,16,116
1288,score,0,19,21574826,887,1,363,26201,15,181
1289,score,0,11,35485275,1428,1,358,1369663,17,105
1295,score,0,5,32800957,2502,1,58,657676,20,250
1296,score,0,5,35672848,2502,1,58,657676,19,250
1305,score,0,6,37215491,416,3,67,4736261,20,142
1306,score,0,2,36935599,528,1,218,4592852,14,96
1311,score,1,0,37241415,424,-1,8,3464127,20,37
1312,score,0,399,32392834,5195,1,1560,1636276,17,629
1331,score,0,8,28615379,4028,-1,146,1325133,19,551
1337,score,2,1,37752299,329,-1,28,1245257,18,42
1339,score,0,148,37272712,1177,1,509,1178075,12,152
1359,score,3,0,37690793,82,-1,12,2422218,17,39
1365,score,0,41,37185140,4882,1,646,271907,18,982
1367,score,0,41,17422598,4882,1,646,271907,16,982
1368,score,0,41,37394624,4882,1,646,271907,12,982
1371,score,0,1,31307151,608,1,38,2907645,17,137
1375,score,1,203,37546711,2498,-1,341,5669294,13,339
1382,score,0,6,37542021,1844,1,313,4174195,17,374
1396,score,0,597,37120260,2941,-1,317,1041364,14,350
1401,score,1,0,33366653,3132,1,56,97925,18,352
1402,score,4,0,35557292,3132,1,56,97925,17,352
1411,score,1,3,37227165,627,1,89,1182608,20,170
1412,score,0,3,36981248,627,1,89,1182608,18,170
1419,score,0,8,33720490,174,-1,26,1421884,20,56
1425,score,3,9,37054613,2398,-2,60,301593,20,217
1430,score,3,1,37549204,2784,1,294,4675736,16,1017
1436,score,0,273,37358523,76835,1,2898,5133585,20,4531
1437,score,0,273,36967604,76835,1,2898,5133585,20,4531
1441,score,1,273,35827330,76835,1,2898,5133585,16,4531
1442,score,0,273,37083918,76835,1,2898,5133585,13,4531
1443,score,3,1,32698335,304,1,34,2135219,17,136
1450,score,0,7,31640105,574,1,11,1584074,19,36
1451,score,0,6,37252377,2511,2,476,2656101,19,190
1452,score,0,131,35531842,3328,1,265,5045227,18,569
1462,score,0,4,33830976,806,1,172,2211491,19,179
1464,score,0,1,33571614,608,-1,75,2810014,17,126
1469,score,2,11,34974552,640,-1,182,701867,16,91
1473,score,2,0,36530625,224,-2,26,5036005,14,32
1474,score,0,0,37301067,224,1,26,5036005,11,32
1479,score,4,12,36741987,3405,1,88,296346,20,199
1486,score,0,50,36691114,20619,1,969,436028,19,2733
1493,score,0,1,28281879,214,1,269,2058450,20,45
1494,score,1,1,33722628,214,1,269,2058450,20,45
1498,score,0,0,37648251,146,1,10,3374382,19,26
1503,score,0,0,37136021,469,1,2,228674,18,144
1509,score,1,8,36358997,872,1,70,5246735,14,263
1510,score,0,8,36329853,872,1,70,5246735,20,263
1514,score,2,8,37596969,872,1,70,5246735,17,263
1518,score,0,8,37770495,872,1,70,5246735,10,263
1520,score,0,8,31909647,474,-1,241,946923,20,326
1525,score,0,14,27197584,1293,-1,698,1197723,20,133
1531,score,0,0,37452857,72,1,3,2996198,16,36
1537,score,0,0,32363040,1136,2,106,726150,13,319
1538,score,0,8,37378752,325,2,14,6133746,16,15
1543,score,0,0,36622354,37,1,33,5937637,13,22
1547,score,0,46,36445618,39628,1,1494,11898,17,2328
1548,score,0,46,26648659,39628,1,1494,11898,16,2328
1549,score,0,1,37075759,483,1,31,421039,19,93
1551,score,1,17,31429120,4858,-1,240,32027,19,432
1555,score,0,277,37261378,13736,1,1961,3536236,18,2198
1556,score,5,277,35486603,13736,1,1961,3536236,13,2198
1563,score,0,19,36681433,504,1,36,2450935,18,142
1566,score,2,4,33289533,2905,-1,251,1341935,20,207
1573,score,0,18,34696194,8173,1,59,1320129,17,1296
1580,score,0,0,36668966,123,-1,30,5008872,18,49
1583,score,0,0,37478500,15,2,0,2696562,20,1
1584,score,0,0,32611955,15,1,0,5342829,17,1
1589,score,4,0,37667739,28,-7,3,6118448,14,5
1598,score,1,0,29451303,94,1,0,675647,18,9
1607,score,0,0,35481356,112,1,7,1579091,19,14
1625,score,0,0,33695231,6,1,0,5559202,19,0
1626,score,0,0,23111791,6,1,0,3541517,20,3
1628,score,0,0,36780983,8,1,0,2841267,10,18
1629,score,3,0,37537917,8,-2,0,6401594,20,2
1632,score,3,0,30803726,13,-5,1,1567070,13,16
1634,score,0,0,33506605,13,1,0,5521462,16,1
846,view_count,0,0,37531244,16,0,0,3861272,3,15
1130,view_count,0,1,37765795,927,0,411,1843329,3,154
1435,view_count,0,273,37769743,76835,0,2898,5133585,3,4531
1,comment_count,4,2,30260248,617,1,81,1870509,11,87
5,comment_count,3,0,14402646,2278,0,0,538847,18,234
10,comment_count,3,0,36386369,33,0,5,6084936,16,34
20,comment_count,3,58,33786244,2290,0,218,3697264,20,820
34,comment_count,5,1,33149408,756,0,73,1970448,20,94
42,comment_count,6,1,37756055,173,0,101,370092,16,144
45,comment_count,3,2,34833616,737,-1,29,351170,14,126
66,comment_count,4,0,20188542,61,0,27,1486242,20,15
83,comment_count,6,0,35871542,374,0,45,1464618,18,66
86,comment_count,4,2,33255721,1435,1,60,5304324,20,51
89,comment_count,6,28,36629639,5549,0,58,1967601,18,120
91,comment_count,4,22,34422067,2957,1,160,873139,13,482
92,comment_count,4,22,18603007,2957,0,160,873139,18,482
102,comment_count,3,2,25851873,2154,0,177,2006878,20,284
115,comment_count,7,45,30323955,6140,1,714,467859,20,770
121,comment_count,3,5,35345620,3091,0,304,3581788,15,639
122,comment_count,3,5,35684067,3091,0,304,3581788,19,639
158,comment_count,3,0,25267915,120,0,14,3395049,20,102
160,comment_count,4,13,37622851,6116,0,1995,2287576,18,1551
161,comment_count,3,13,36179316,6116,0,1995,2287576,13,1551
162,comment_count,3,13,37163849,6116,0,1995,2287576,20,1551
166,comment_count,4,13,36086537,6116,0,1995,2287576,19,1551
169,comment_count,3,13,36061045,6116,0,1995,2287576,19,1551
180,comment_count,3,21,36699401,592,0,51,1527537,18,83
185,comment_count,5,0,29296556,1903,0,56,356582,15,142
188,comment_count,5,0,37467363,74,0,0,6357705,17,16
191,comment_count,15,0,35712168,2751,0,407,2038271,16,460
192,comment_count,3,0,27946170,2751,0,407,2038271,19,460
194,comment_count,4,1,37746444,835,0,47,2419954,20,51
204,comment_count,3,0,33397877,119,0,4,3778853,20,26
212,comment_count,4,32,33280247,2007,0,361,1445985,17,699
213,comment_count,7,32,32778606,2007,0,361,1445985,16,699
217,comment_count,3,32,34384356,2007,0,361,1445985,17,699
222,comment_count,3,0,36771193,183,0,28,1421982,18,23
250,comment_count,4,0,33195455,176,0,33,859141,14,84
275,comment_count,3,483,27375605,24592,0,1560,21061,19,2309
279,comment_count,6,32,34192158,1678,0,234,1058739,16,582
282,comment_count,5,32,37462184,1678,0,234,1058739,18,582
283,comment_count,3,32,36024661,1678,1,234,1058739,20,582
293,comment_count,7,16,27347779,745,0,31,4129151,16,69
320,comment_count,3,51,37597066,7778,0,438,11755,16,2214
322,comment_count,3,11,35721007,1656,1,389,265431,15,451
323,comment_count,3,11,33942986,1656,1,389,265431,18,451
328,comment_count,4,4010,37591016,4642,0,300,3270037,15,1516
342,comment_count,5,0,37210568,139,0,66,2199898,9,42
345,comment_count,3,0,30645058,27,0,2,1542051,20,1
376,comment_count,4,0,37615811,135,0,61,5873521,11,10
380,comment_count,3,0,23175988,41,0,0,3054080,17,13
381,comment_count,3,0,35563172,139,0,12,1432790,20,14
395,comment_count,4,0,29716312,3,-4,0,4804161,19,0
398,comment_count,7,0,31665023,3,0,0,5058721,17,4
400,comment_count,5,0,37487307,6,0,0,6337354,16,7
403,comment_count,10,0,37300886,8,-1,0,3476240,18,8
404,comment_count,5,0,36719246,11,0,0,3484026,13,15
405,comment_count,3,0,37595415,11,0,0,3708840,19,1
413,comment_count,8,0,29416967,26,1,15,3747674,17,6
423,comment_count,7,0,37514177,415,2,367,4682948,19,144
430,comment_count,4,46,35703233,1072,0,515,2144796,17,283
431,comment_count,10,0,32974547,160,0,62,3482098,20,26
438,comment_count,6,1,34110923,146,-1,72,4958526,16,20
444,comment_count,6,1,34909233,407,1,169,1124083,17,150
447,comment_count,4,1,36488298,407,1,169,1124083,15,150
453,comment_count,4,1,28453177,440,0,28,2820238,15,83
456,comment_count,3,0,36991120,46,0,13,3930191,14,43
459,comment_count,6,29,37366234,2859,-1,498,846281,13,904
461,comment_count,4,29,36553552,2859,0,498,846281,17,904
465,comment_count,4,29,34693282,2859,0,498,846281,20,904
466,comment_count,6,29,37274543,2859,0,498,846281,18,904
468,comment_count,6,29,24715013,2859,0,498,846281,19,904
474,comment_count,3,29,37435019,2859,0,498,846281,20,904
477,comment_count,4,29,24732401,2859,0,498,846281,17,904
480,comment_count,4,2,31473107,2910,0,424,660896,17,254
485,comment_count,5,72,35300221,6170,0,1901,2038544,19,475
495,comment_count,4,0,37212237,42,0,1,3457558,17,24
514,comment_count,3,0,32571034,57,0,39,2946932,20,24
515,comment_count,5,0,36794866,483,0,8,4717141,19,28
518,comment_count,3,0,34751463,887,0,1280,3922262,14,95
525,comment_count,3,18,35964032,2647,0,1482,1033684,13,952
526,comment_count,3,18,37645004,2647,1,1482,1033684,19,952
533,comment_count,10,80,33203660,7286,0,306,3042759,14,540
541,comment_count,4,0,12991435,138,0,74,340225,19,82
548,comment_count,3,70,37613295,1720,0,200,2762432,12,151
551,comment_count,6,3,36718577,262,0,233,875393,18,51
554,comment_count,6,13,36560530,1655,0,1817,1499072,18,299
556,comment_count,4,8,34294616,2712,0,242,653292,16,326
557,comment_count,3,697,37589992,43870,1,1000,717214,11,3529
560,comment_count,4,0,36720959,109,0,10,1171010,16,26
576,comment_count,4,0,34035791,455,0,45,531341,17,210
580,comment_count,3,0,32184709,96,0,53,4258956,16,21
587,comment_count,3,1,26689297,3675,1,714,1572408,19,242
589,comment_count,4,0,37342263,476,0,56,5552153,13,94
602,comment_count,6,17,26168362,1201,-1,157,2816909,16,181
603,comment_count,11,62,30335961,8707,1,356,404568,19,933
609,comment_count,3,0,35413308,75,0,20,952827,19,31
619,comment_count,6,55,20458662,3121,0,1562,2413722,19,280
637,comment_count,5,6,33318250,369,1,65,3518938,18,34
651,comment_count,3,0,35552024,50,2,6,3032288,13,17
655,comment_count,7,43,33904826,4917,0,1742,400691,15,611
657,comment_count,3,5,32904121,1129,0,263,1050179,19,228
662,comment_count,7,6,34005121,945,-1,106,598832,16,64
665,comment_count,4,0,37137433,144,0,21,2529106,12,35
666,comment_count,8,0,37305094,182,-1,45,1598452,19,100
667,comment_count,5,52,36064174,578,0,79,5922441,19,75
669,comment_count,3,18,34651536,2878,0,1467,1446086,20,203
677,comment_count,3,0,37594306,23,0,0,6252284,19,15
680,comment_count,8,21,32373416,2586,0,76,1587951,12,190
682,comment_count,4,1,22097742,3913,0,61,1081325,16,220
706,comment_count,4,198,37055352,20587,2,1898,38522,20,2797
724,comment_count,4,24,33656213,3869,0,1370,2422230,17,250
731,comment_count,6,3,32036930,409,0,83,3070181,18,151
733,comment_count,6,17,36742937,969,0,56,4754758,11,89
734,comment_count,3,62,33274895,2216,0,451,1668069,16,1426
738,comment_count,3,62,33955274,2216,0,451,1668069,16,1426
740,comment_count,6,62,24572919,2216,0,451,1668069,16,1426
754,comment_count,6,0,35813179,1728,1,47,1134275,8,195
764,comment_count,6,25,33156241,578,0,57,2420976,18,142
777,comment_count,6,38,37579834,10273,0,611,997112,15,1477
786,comment_count,3,0,37206124,20,0,0,6329627,17,5
791,comment_count,3,0,37751594,27,0,4,1382366,9,7
796,comment_count,5,0,35526603,49,0,184,5127350,19,9
840,comment_count,6,0,37159510,6,0,0,3346069,20,3
853,comment_count,3,0,37223575,31,0,40,5319918,17,14
867,comment_count,3,0,33176010,88,1,24,4282323,17,14
868,comment_count,3,0,29831458,88,0,24,4282323,19,14
874,comment_count,5,0,37622335,104,-1,32,5224239,17,26
876,comment_count,4,1,37744866,456,-1,70,3779507,15,182
879,comment_count,7,11,32927792,2427,0,651,369313,20,502
892,comment_count,3,20,35086108,3811,0,1476,389828,19,374
893,comment_count,4,10,35640835,441,0,22,2908971,14,67
906,comment_count,5,0,27485003,131,0,100,2946386,18,66
909,comment_count,3,0,27809370,147,0,14,1261079,18,38
915,comment_count,3,5,36087502,644,0,26,1003009,16,119
923,comment_count,4,0,36652736,1647,0,250,1344228,19,321
926,comment_count,5,0,37722608,1647,0,250,1344228,15,321
932,comment_count,4,0,37256590,1647,0,250,1344228,14,321
933,comment_count,4,0,36480588,58,0,6,2420913,15,19
940,comment_count,4,0,36914123,72,0,12,3812866,16,34
942,comment_count,3,0,24025060,43,0,17,3675617,17,22
952,comment_count,10,2,37482402,1579,1,1081,1700106,16,178
961,comment_count,6,19,37357354,1367,0,40,3140646,12,152
962,comment_count,3,19,37515057,1367,0,40,3140646,18,152
965,comment_count,8,19,36343773,1367,0,40,3140646,11,152
969,comment_count,3,27,26692520,5486,0,109,3562271,18,297
974,comment_count,4,1629,36012966,263224,0,1401,507674,18,21673
975,comment_count,4,0,35439253,318,0,42,1636199,17,72
977,comment_count,3,0,33723611,97,1,27,5558115,17,49
978,comment_count,5,0,33750601,97,0,27,5558115,17,49
987,comment_count,4,0,34078066,65,0,22,4916173,12,43
998,comment_count,5,18,34121360,2666,0,14,3195915,15,84
1002,comment_count,9,226,37746267,13447,0,1270,777733,20,795
1006,comment_count,4,9,35951221,5821,0,186,2957677,18,374
1015,comment_count,5,3,37003440,196,1,3,3009613,20,110
1026,comment_count,3,3,34120041,485,0,35,1483434,17,73
1032,comment_count,7,16,37499742,6469,1,445,1019952,17,677
1053,comment_count,7,7,23322532,1342,0,114,2840178,19,381
1066,comment_count,4,0,34843079,30,0,1,3449597,19,23
1070,comment_count,4,288,15047053,18947,0,3874,156755,16,5049
1088,comment_count,7,0,34486354,102,0,18,3582842,15,69
1100,comment_count,3,0,37263249,122,-1,22,2669997,16,68
1108,comment_count,3,0,37133337,176,0,22,1233535,18,88
1112,comment_count,5,2,28294230,2842,0,86,3677259,15,227
1115,comment_count,4,3,32288752,1117,1,253,2245934,17,219
1122,comment_count,3,6,36205180,697,0,211,4543112,15,91
1123,comment_count,4,6,35351822,697,0,211,4543112,14,91
1139,comment_count,3,1,28411641,1928,0,1224,463978,20,164
1143,comment_count,3,0,36481766,49,0,285,6148373,16,18
1146,comment_count,3,0,34638858,537,0,35,1246086,17,84
1152,comment_count,3,11,32661087,16473,-1,1262,683553,19,1586
1155,comment_count,3,19,35920077,1460,0,310,218208,18,428
1168,comment_count,8,0,35987581,147,0,33,1551819,17,9
1170,comment_count,3,0,31418388,44,0,11,4114861,11,9
1174,comment_count,4,0,26620028,57,0,19,3214863,20,10
1175,comment_count,3,0,37225928,67,0,23,959127,20,11
1176,comment_count,3,0,25952024,30,0,9,3879560,14,11
1203,comment_count,3,0,35431715,6,0,0,2799176,20,1
1204,comment_count,10,0,34275641,6,0,0,5679437,19,4
1214,comment_count,9,0,36695604,11,0,0,4556923,20,12
1220,comment_count,3,0,37619648,21,0,6,5979431,9,2
1227,comment_count,4,0,26663431,171,-1,28,2126810,16,112
1228,comment_count,4,0,37631287,52,0,21,6396951,17,23
1251,comment_count,3,0,36094171,243,0,32,2272355,20,60
1260,comment_count,4,2,36456818,2503,0,3826,5110870,18,547
1265,comment_count,4,0,15003058,191,0,35,2053929,20,55
1266,comment_count,3,319,34888017,24812,0,1280,31667,10,2322
1278,comment_count,4,5,33520523,2494,-1,216,3217306,20,213
1282,comment_count,4,1,36581912,867,0,33,4177694,14,21
1326,comment_count,4,21,37764847,6940,0,1198,499699,9,615
1338,comment_count,5,148,31165184,1177,0,509,1178075,16,152
1343,comment_count,3,0,31916913,56,0,22,3745015,20,23
1350,comment_count,4,7,30139905,493,0,58,3859951,15,92
1354,comment_count,3,1,36152790,176,0,23,2046646,16,47
1355,comment_count,5,1,25962821,176,0,23,2046646,19,47
1359,comment_count,3,0,37690793,82,-1,12,2422218,17,39
1370,comment_count,4,1,31621544,608,0,38,2907645,20,137
1379,comment_count,8,6,33368053,1844,0,313,4174195,13,374
1381,comment_count,3,6,36473015,1844,0,313,4174195,18,374
1386,comment_count,3,6,36544611,1844,0,313,4174195,16,374
1387,comment_count,4,9,36383540,8830,0,369,26107,17,798
1402,comment_count,4,0,35557292,3132,1,56,97925,17,352
1407,comment_count,3,0,33443720,316,0,40,4905093,13,31
1408,comment_count,4,0,37742555,568,0,12,3291266,17,176
1425,comment_count,3,9,37054613,2398,-2,60,301593,20,217
1430,comment_count,3,1,37549204,2784,1,294,4675736,16,1017
1443,comment_count,3,1,32698335,304,1,34,2135219,17,136
1446,comment_count,7,0,37307261,369,0,101,985197,20,136
1453,comment_count,5,131,34004091,3328,0,265,5045227,18,569
1470,comment_count,3,9,30007581,498,0,222,3033149,14,109
1479,comment_count,4,12,36741987,3405,1,88,296346,20,199
1482,comment_count,4,0,32728760,62,0,4,1600900,8,46
1489,comment_count,3,0,37264605,604,0,16,1284680,12,75
1496,comment_count,7,6,33922987,22418,0,401,478144,20,2916
1499,comment_count,6,0,36503270,146,0,10,3374382,16,26
1504,comment_count,4,0,35893828,469,0,2,228674,20,144
1506,comment_count,3,8,36858711,872,0,70,5246735,19,263
1511,comment_count,5,8,37751673,872,0,70,5246735,12,263
1536,comment_count,4,12,35920341,1424,0,29,5545882,17,350
1539,comment_count,3,0,35813010,47,0,7,1783194,20,29
1556,comment_count,5,277,35486603,13736,1,1961,3536236,13,2198
1558,comment_count,3,19,25444176,504,0,36,2450935,19,142
1559,comment_count,3,19,37395381,504,0,36,2450935,16,142
1561,comment_count,3,19,34316783,504,0,36,2450935,20,142
1565,comment_count,3,0,26663800,139,0,35,2635961,19,43
1569,comment_count,4,18,23539106,8173,0,59,1320129,18,1296
1581,comment_count,4,0,36750588,123,0,30,5008872,16,49
1585,comment_count,3,0,25512987,5,0,0,3882648,14,4
1589,comment_count,4,0,37667739,28,-7,3,6118448,14,5
1596,comment_count,4,0,36678104,33,0,1,1520670,20,8
1615,comment_count,3,0,37727799,1,0,0,6445621,14,1
1617,comment_count,3,0,37348997,1,0,0,6361547,19,1
1629,comment_count,3,0,37537917,8,-2,0,6401594,20,2
1632,comment_count,3,0,30803726,13,-5,1,1567070,13,16
1633,comment_count,3,0,36955988,13,0,0,1598040,9,19
1635,comment_count,5,0,31447980,16,0,0,5122361,15,2
